,Rank,NCTId,BaselineMeasurementUpperLimit,BaselineMeasurementValue,BaselinePopulationDescription,BaselineTypeUnitsAnalyzed,BioSpecDescription,BioSpecRetention,BriefSummary,BriefTitle,CentralContactEMail,CentralContactName,CentralContactPhone,CentralContactPhoneExt,CentralContactRole,CollaboratorClass,CollaboratorName,CompletionDate,CompletionDateType,Condition,ConditionAncestorId
0,767,['NCT01610505'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,768,['NCT01610349'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,769,['NCT01607606'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,770,['NCT01604967'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,771,['NCT01597271'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,772,['NCT01591369'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,773,['NCT01582386'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,774,['NCT01575210'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,775,['NCT01564589'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,776,['NCT01560156'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,777,['NCT01558609'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,778,['NCT01556750'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,779,['NCT01546831'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,780,['NCT01546584'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,781,['NCT01533831'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,782,['NCT01533103'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,783,['NCT01532752'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,784,['NCT01532440'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,785,['NCT01524263'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,786,['NCT01515618'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,787,['NCT01513512'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,788,['NCT01499030'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,789,['NCT01494376'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,790,['NCT01480570'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,791,['NCT01476826'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,792,['NCT01473134'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,793,['NCT01470079'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,794,['NCT01464580'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,795,['NCT01463618'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,796,['NCT01462955'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,797,['NCT01450540'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,798,['NCT01443299'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,799,['NCT01443286'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,800,['NCT01442389'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,801,['NCT01436669'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,802,['NCT01436461'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,803,['NCT01414491'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,804,['NCT01414270'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,805,['NCT01412112'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,806,['NCT01408017'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,807,['NCT01403584'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,808,['NCT01392261'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,809,['NCT01379794'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,810,['NCT01374243'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,811,['NCT01370785'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,812,['NCT01367171'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,813,['NCT01365689'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,814,['NCT01358682'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,815,['NCT01336868'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,816,['NCT01313351'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,817,['NCT01313195'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,818,['NCT01311726'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,819,['NCT01307709'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,820,['NCT01297751'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,821,['NCT01286792'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,822,['NCT01258400'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,823,['NCT01246115'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,824,['NCT01240733'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,825,['NCT01239576'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,826,['NCT01234480'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,827,['NCT01230398'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,828,['NCT01201889'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,829,['NCT01194752'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,830,['NCT01194739'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,831,['NCT01194726'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,832,['NCT01183195'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,833,['NCT01180257'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,834,['NCT01171066'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,835,['NCT01166607'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,836,['NCT01164527'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,837,['NCT01158963'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,838,['NCT01150227'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,839,['NCT01148251'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,840,['NCT01147094'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,841,['NCT01145651'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,842,['NCT01145378'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,843,['NCT01143116'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,844,['NCT01140919'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,845,['NCT01127347'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,846,['NCT01112475'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,847,['NCT01108822'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,848,['NCT01106222'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,849,['NCT01103869'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,850,['NCT01100983'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,851,['NCT01098682'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,852,['NCT01097824'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,853,['NCT01092871'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,854,['NCT01077141'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,855,['NCT01070992'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,856,['NCT01067040'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,857,['NCT01062464'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,858,['NCT01062412'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,859,['NCT01062217'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,860,['NCT01057134'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,861,['NCT01043497'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,862,['NCT01039064'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,863,['NCT01037439'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,864,['NCT01030588'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,865,['NCT01029028'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,866,['NCT01022554'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,867,['NCT01016236'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,868,['NCT01008202'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,869,['NCT01000454'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,870,['NCT00993772'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,871,['NCT00990483'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,872,['NCT00990210'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,873,['NCT00986908'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,874,['NCT00981188'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,875,['NCT00979498'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,876,['NCT00979030'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,877,['NCT00969748'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,878,['NCT00968474'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,879,['NCT00961519'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,880,['NCT00960947'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,881,['NCT00957632'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,882,['NCT00957138'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,883,['NCT00956618'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,884,['NCT00955331'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,885,['NCT00946075'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,886,['NCT00944411'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,887,['NCT00942942'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,888,['NCT00935974'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,889,['NCT00932789'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,890,['NCT00924716'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,891,['NCT00911040'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,892,['NCT00906958'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,893,['NCT00906815'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,894,['NCT00906009'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,895,['NCT00905749'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,896,['NCT00903058'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,897,['NCT00901667'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,898,['NCT00900705'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
