,NCTId,Phase
1233,NCT02423551,Not Applicable
2014,NCT04177472,Not Applicable
1232,NCT01369173,Not Applicable
2017,NCT02349893,Not Applicable
2027,NCT02741284,Not Applicable
1228,NCT03940300,Not Applicable
1225,NCT03302611,Not Applicable
2032,NCT01354613,Not Applicable
2037,NCT03055429,Not Applicable
2039,NCT00415558,Not Applicable
2040,NCT02572505,Not Applicable
2112,NCT01164644,Not Applicable
1175,NCT02891421,Not Applicable
1174,NCT01241136,Not Applicable
1124,NCT04576832,Not Applicable
2219,NCT03699930,Not Applicable
2214,NCT00124904,Not Applicable
1121,NCT01419769,Not Applicable
1122,NCT04538482,Not Applicable
2210,NCT03168425,Not Applicable
2206,NCT01276184,Not Applicable
2204,NCT01254669,Not Applicable
2185,NCT02257346,Not Applicable
2203,NCT02698722,Not Applicable
1127,NCT03073343,Not Applicable
2197,NCT01357551,Not Applicable
2192,NCT02531958,Not Applicable
2190,NCT00308763,Not Applicable
2189,NCT01547286,Not Applicable
2221,NCT03148262,Not Applicable
2222,NCT03271931,Not Applicable
2224,NCT00924508,Not Applicable
2227,NCT03930420,Not Applicable
1116,NCT01152918,Not Applicable
2230,NCT01299896,Not Applicable
2233,NCT03565653,Not Applicable
2234,NCT02924857,Not Applicable
2235,NCT00323349,Not Applicable
2236,NCT02396589,Not Applicable
1114,NCT01841957,Not Applicable
2237,NCT03306147,Not Applicable
2240,NCT01848353,Not Applicable
2241,NCT02865967,Not Applicable
2244,NCT00607620,Not Applicable
1112,NCT02375503,Not Applicable
2248,NCT03242655,Not Applicable
2186,NCT03642275,Not Applicable
2182,NCT03723577,Not Applicable
2119,NCT01839903,Not Applicable
1167,NCT01570998,Not Applicable
2140,NCT01413555,Not Applicable
2136,NCT02192034,Not Applicable
2135,NCT02606006,Not Applicable
2133,NCT03441503,Not Applicable
1166,NCT01532622,Not Applicable
2127,NCT04333615,Not Applicable
1169,NCT01161095,Not Applicable
2181,NCT03723603,Not Applicable
2124,NCT02482675,Not Applicable
2123,NCT00826735,Not Applicable
2122,NCT03337217,Not Applicable
1170,NCT02660073,Not Applicable
2121,NCT03518294,Not Applicable
2120,NCT03404531,Not Applicable
2144,NCT02515578,Not Applicable
1161,NCT03202680,Not Applicable
2148,NCT04248023,Not Applicable
2150,NCT02600845,Not Applicable
2153,NCT00540852,Not Applicable
2154,NCT03819686,Not Applicable
2155,NCT00363038,Not Applicable
1160,NCT02455804,Not Applicable
2158,NCT02301455,Not Applicable
2162,NCT02482610,Not Applicable
2164,NCT02066948,Not Applicable
2167,NCT04580004,Not Applicable
2168,NCT02930941,Not Applicable
2169,NCT03841838,Not Applicable
2170,NCT00469625,Not Applicable
2171,NCT03911141,Not Applicable
1141,NCT00414518,Not Applicable
4293,NCT02125591,Not Applicable
1500,NCT02425345,Not Applicable
4855,NCT04159454,Not Applicable
4660,NCT03831724,Not Applicable
4648,NCT02453646,Not Applicable
5275,NCT04073667,Not Applicable
5271,NCT01609348,Not Applicable
4651,NCT03486093,Not Applicable
4652,NCT04198974,Not Applicable
4655,NCT01371266,Not Applicable
5268,NCT03780413,Not Applicable
4656,NCT00795561,Not Applicable
5267,NCT02990377,Not Applicable
5264,NCT01072019,Not Applicable
5278,NCT03806257,Not Applicable
5263,NCT04555239,Not Applicable
5262,NCT00361010,Not Applicable
4664,NCT04512157,Not Applicable
4665,NCT03711981,Not Applicable
4666,NCT03482206,Not Applicable
4667,NCT03780985,Not Applicable
5259,NCT01624389,Not Applicable
5255,NCT03856320,Not Applicable
5250,NCT02075151,Not Applicable
5277,NCT03177447,Not Applicable
4646,NCT04384263,Not Applicable
5248,NCT01889446,Not Applicable
4631,NCT01700517,Not Applicable
5305,NCT04212962,Not Applicable
5304,NCT03887390,Not Applicable
5300,NCT01724489,Not Applicable
5298,NCT04323774,Not Applicable
5297,NCT04040010,Not Applicable
4627,NCT02538601,Not Applicable
4628,NCT01695252,Not Applicable
5295,NCT03615469,Not Applicable
5290,NCT00237952,Not Applicable
4632,NCT02269410,Not Applicable
4645,NCT02940795,Not Applicable
4634,NCT04263025,Not Applicable
5289,NCT04171921,Not Applicable
4635,NCT02870868,Not Applicable
5288,NCT01836237,Not Applicable
4636,NCT02113670,Not Applicable
4637,NCT01630213,Not Applicable
4641,NCT01163773,Not Applicable
5285,NCT03207711,Not Applicable
5282,NCT01444378,Not Applicable
5249,NCT00473317,Not Applicable
5247,NCT04421755,Not Applicable
5311,NCT03610555,Not Applicable
5196,NCT03758742,Not Applicable
5206,NCT04151186,Not Applicable
4697,NCT03168490,Not Applicable
5203,NCT03119363,Not Applicable
4701,NCT04246528,Not Applicable
4703,NCT02038101,Not Applicable
5199,NCT04334278,Not Applicable
4704,NCT02244957,Not Applicable
4705,NCT00006162,Not Applicable
4706,NCT04474080,Not Applicable
4707,NCT01596023,Not Applicable
4696,NCT01968993,Not Applicable
4709,NCT01336452,Not Applicable
4713,NCT04542005,Not Applicable
5191,NCT01616537,Not Applicable
4714,NCT00850824,Not Applicable
5190,NCT04108052,Not Applicable
5188,NCT03442192,Not Applicable
4718,NCT02679092,Not Applicable
4719,NCT03274713,Not Applicable
4721,NCT00517270,Not Applicable
5208,NCT03989063,Not Applicable
4695,NCT03239782,Not Applicable
5246,NCT01893112,Not Applicable
4682,NCT04044261,Not Applicable
4676,NCT04598399,Not Applicable
4678,NCT00364234,Not Applicable
5239,NCT04609995,Not Applicable
5237,NCT04446468,Not Applicable
5235,NCT00645047,Not Applicable
5234,NCT02697565,Not Applicable
5230,NCT04356274,Not Applicable
5227,NCT01968694,Not Applicable
5225,NCT00203710,Not Applicable
4683,NCT02561390,Not Applicable
5209,NCT01639079,Not Applicable
4685,NCT04075903,Not Applicable
5223,NCT01199666,Not Applicable
4687,NCT00746083,Not Applicable
5222,NCT04184843,Not Applicable
5220,NCT02417506,Not Applicable
5217,NCT03666247,Not Applicable
4693,NCT02258256,Not Applicable
5216,NCT03844867,Not Applicable
5215,NCT00686426,Not Applicable
5310,NCT03206164,Not Applicable
4622,NCT04568369,Not Applicable
4551,NCT04596904,Not Applicable
5390,NCT01844492,Not Applicable
4569,NCT03853304,Not Applicable
5404,NCT01921309,Not Applicable
5403,NCT03125291,Not Applicable
5398,NCT00814502,Not Applicable
4570,NCT04385524,Not Applicable
5396,NCT03956810,Not Applicable
4572,NCT02451176,Not Applicable
143,NCT04072289,Not Applicable
5391,NCT00305097,Not Applicable
4574,NCT04203199,Not Applicable
5410,NCT03542084,Not Applicable
5389,NCT02876588,Not Applicable
4575,NCT02621658,Not Applicable
5384,NCT02152397,Not Applicable
4577,NCT03579706,Not Applicable
4578,NCT03176420,Not Applicable
4579,NCT01782352,Not Applicable
5383,NCT02781675,Not Applicable
5380,NCT03681353,Not Applicable
147,NCT01940679,Not Applicable
4568,NCT01954901,Not Applicable
5411,NCT04313049,Not Applicable
5374,NCT03971448,Not Applicable
5421,NCT03590509,Not Applicable
4554,NCT01684722,Not Applicable
4555,NCT01747889,Not Applicable
137,NCT02406599,Not Applicable
5427,NCT03056625,Not Applicable
4556,NCT01801384,Not Applicable
4557,NCT01672060,Not Applicable
5425,NCT02021617,Not Applicable
4559,NCT01747447,Not Applicable
5424,NCT03658499,Not Applicable
4560,NCT01653678,Not Applicable
4567,NCT02023723,Not Applicable
4561,NCT01144767,Not Applicable
5415,NCT00948701,Not Applicable
5414,NCT02157597,Not Applicable
4563,NCT03418077,Not Applicable
4564,NCT03021616,Not Applicable
4565,NCT02661334,Not Applicable
5413,NCT01847300,Not Applicable
4566,NCT02379221,Not Applicable
5412,NCT04429789,Not Applicable
5378,NCT03297645,Not Applicable
4580,NCT03073291,Not Applicable
5312,NCT02723825,Not Applicable
5333,NCT00904046,Not Applicable
5343,NCT00437827,Not Applicable
5342,NCT03769571,Not Applicable
5339,NCT03465813,Not Applicable
5338,NCT04114526,Not Applicable
4600,NCT03953924,Not Applicable
4606,NCT04092530,Not Applicable
5337,NCT03589703,Not Applicable
5334,NCT03646084,Not Applicable
4608,NCT02328989,Not Applicable
4612,NCT03584113,Not Applicable
5348,NCT03864302,Not Applicable
155,NCT01764269,Not Applicable
5331,NCT04586387,Not Applicable
4615,NCT02501447,Not Applicable
5323,NCT02132715,Not Applicable
4616,NCT00027404,Not Applicable
4617,NCT01483040,Not Applicable
5315,NCT00588692,Not Applicable
5314,NCT04533386,Not Applicable
4620,NCT01891773,Not Applicable
5344,NCT03153397,Not Applicable
5350,NCT03683147,Not Applicable
5373,NCT04294095,Not Applicable
5364,NCT01702311,Not Applicable
4581,NCT04368117,Not Applicable
4582,NCT02239874,Not Applicable
5372,NCT04431063,Not Applicable
5368,NCT02529280,Not Applicable
148,NCT02951598,Not Applicable
4583,NCT01696435,Not Applicable
4584,NCT01704859,Not Applicable
4586,NCT01728571,Not Applicable
150,NCT01028300,Not Applicable
5362,NCT03451630,Not Applicable
4597,NCT03655587,Not Applicable
4589,NCT03710694,Not Applicable
4593,NCT02657317,Not Applicable
4595,NCT02745210,Not Applicable
5358,NCT04236804,Not Applicable
152,NCT02352532,Not Applicable
5356,NCT02609529,Not Applicable
5353,NCT03880812,Not Applicable
154,NCT01112917,Not Applicable
5351,NCT03279913,Not Applicable
5184,NCT03373916,Not Applicable
5183,NCT04276051,Not Applicable
5182,NCT02947009,Not Applicable
5013,NCT01844596,Not Applicable
4856,NCT04007419,Not Applicable
4857,NCT01914185,Not Applicable
5017,NCT03923491,Not Applicable
5016,NCT01466998,Not Applicable
4859,NCT01761734,Not Applicable
4863,NCT04095910,Not Applicable
5015,NCT04266938,Not Applicable
5014,NCT04168658,Not Applicable
4865,NCT01412918,Not Applicable
4867,NCT03975400,Not Applicable
4854,NCT00129701,Not Applicable
4870,NCT02777112,Not Applicable
4871,NCT02676024,Not Applicable
5010,NCT03000998,Not Applicable
5009,NCT00491660,Not Applicable
4877,NCT03540745,Not Applicable
4878,NCT04113811,Not Applicable
5007,NCT03020758,Not Applicable
5006,NCT02383303,Not Applicable
4884,NCT04517006,Not Applicable
5019,NCT00324675,Not Applicable
4852,NCT03277846,Not Applicable
4887,NCT01053299,Not Applicable
4844,NCT02811666,Not Applicable
4829,NCT02698371,Not Applicable
5044,NCT00748111,Not Applicable
5041,NCT03914365,Not Applicable
5040,NCT03102580,Not Applicable
5039,NCT03291808,Not Applicable
5034,NCT03372018,Not Applicable
5033,NCT01573494,Not Applicable
4835,NCT00535444,Not Applicable
4841,NCT04297228,Not Applicable
5031,NCT04540003,Not Applicable
5020,NCT04397055,Not Applicable
5030,NCT04313296,Not Applicable
5029,NCT02801747,Not Applicable
5026,NCT02233517,Not Applicable
4846,NCT00603174,Not Applicable
5025,NCT04026399,Not Applicable
5022,NCT03308097,Not Applicable
4848,NCT03658954,Not Applicable
5021,NCT01633567,Not Applicable
4850,NCT02095249,Not Applicable
4885,NCT03971227,Not Applicable
4888,NCT01633177,Not Applicable
5180,NCT03007485,Not Applicable
4975,NCT01929564,Not Applicable
4930,NCT02068924,Not Applicable
4980,NCT02093091,Not Applicable
4932,NCT00588471,Not Applicable
4935,NCT04549493,Not Applicable
4936,NCT03833375,Not Applicable
4938,NCT01785004,Not Applicable
4940,NCT00465010,Not Applicable
4977,NCT01270113,Not Applicable
4976,NCT01972048,Not Applicable
4972,NCT03305393,Not Applicable
4984,NCT03693313,Not Applicable
4944,NCT04143113,Not Applicable
4969,NCT00433173,Not Applicable
4945,NCT03272438,Not Applicable
4946,NCT04040504,Not Applicable
4950,NCT01722474,Not Applicable
4966,NCT02091323,Not Applicable
4955,NCT03230669,Not Applicable
4965,NCT04424823,Not Applicable
4962,NCT03168698,Not Applicable
4924,NCT03567837,Not Applicable
4921,NCT02433210,Not Applicable
5002,NCT02333019,Not Applicable
4901,NCT03969264,Not Applicable
4889,NCT00734357,Not Applicable
4892,NCT01625910,Not Applicable
4893,NCT02609308,Not Applicable
5001,NCT00489151,Not Applicable
4897,NCT02414529,Not Applicable
5000,NCT02270164,Not Applicable
4999,NCT01722032,Not Applicable
4899,NCT04446728,Not Applicable
4996,NCT01626729,Not Applicable
4903,NCT02443220,Not Applicable
4919,NCT03554785,Not Applicable
4995,NCT02186379,Not Applicable
4994,NCT04043689,Not Applicable
4905,NCT01803464,Not Applicable
4993,NCT02154555,Not Applicable
4908,NCT02155153,Not Applicable
4909,NCT03419728,Not Applicable
4917,NCT01915160,Not Applicable
4990,NCT01892631,Not Applicable
4918,NCT01267110,Not Applicable
5046,NCT00617825,Not Applicable
5048,NCT01369797,Not Applicable
4826,NCT01963169,Not Applicable
5131,NCT03232086,Not Applicable
5144,NCT03041077,Not Applicable
4755,NCT04171336,Not Applicable
4757,NCT03645941,Not Applicable
5143,NCT01505244,Not Applicable
5142,NCT04565028,Not Applicable
5141,NCT03978533,Not Applicable
4758,NCT03327103,Not Applicable
4761,NCT03490682,Not Applicable
5133,NCT03818789,Not Applicable
4768,NCT01622959,Not Applicable
4751,NCT01369043,Not Applicable
5129,NCT01341587,Not Applicable
4772,NCT00624585,Not Applicable
4773,NCT03499509,Not Applicable
5124,NCT01791660,Not Applicable
4777,NCT04287257,Not Applicable
5120,NCT02975167,Not Applicable
5118,NCT04248751,Not Applicable
4779,NCT02751203,Not Applicable
4780,NCT02278237,Not Applicable
4752,NCT01191411,Not Applicable
4750,NCT03245879,Not Applicable
4820,NCT04442867,Not Applicable
5170,NCT00129662,Not Applicable
4723,NCT04034784,Not Applicable
5179,NCT03731000,Not Applicable
5178,NCT03450135,Not Applicable
4727,NCT03247803,Not Applicable
5174,NCT03694028,Not Applicable
5173,NCT03528382,Not Applicable
5172,NCT02500589,Not Applicable
4729,NCT04266210,Not Applicable
4730,NCT03366363,Not Applicable
4734,NCT03914781,Not Applicable
4748,NCT04108702,Not Applicable
5167,NCT03808545,Not Applicable
5166,NCT03555370,Not Applicable
4735,NCT04450914,Not Applicable
5160,NCT01351805,Not Applicable
5154,NCT02166294,Not Applicable
4745,NCT04516252,Not Applicable
5153,NCT03283657,Not Applicable
5147,NCT01827826,Not Applicable
4747,NCT04236271,Not Applicable
5114,NCT02798432,Not Applicable
5112,NCT03501082,Not Applicable
5105,NCT00057070,Not Applicable
5069,NCT03858868,Not Applicable
4806,NCT03065647,Not Applicable
5079,NCT04396431,Not Applicable
4809,NCT02268331,Not Applicable
5077,NCT03337438,Not Applicable
5074,NCT04247087,Not Applicable
4811,NCT04294342,Not Applicable
5072,NCT01646463,Not Applicable
5071,NCT02660970,Not Applicable
4812,NCT03656679,Not Applicable
5068,NCT01508676,Not Applicable
5103,NCT03724487,Not Applicable
5064,NCT00173537,Not Applicable
4813,NCT01524042,Not Applicable
5061,NCT00747643,Not Applicable
5060,NCT01960946,Not Applicable
5058,NCT03457272,Not Applicable
4816,NCT03794882,Not Applicable
4818,NCT03068117,Not Applicable
5056,NCT00568854,Not Applicable
4819,NCT01033188,Not Applicable
5081,NCT02120248,Not Applicable
4805,NCT03845985,Not Applicable
5082,NCT04300699,Not Applicable
4803,NCT01712282,Not Applicable
5100,NCT03832283,Not Applicable
5098,NCT03741335,Not Applicable
5095,NCT03365063,Not Applicable
5093,NCT03069092,Not Applicable
4782,NCT03333876,Not Applicable
4783,NCT01054833,Not Applicable
4784,NCT01594190,Not Applicable
5089,NCT03869138,Not Applicable
5088,NCT04032613,Not Applicable
5087,NCT01854892,Not Applicable
4789,NCT02856217,Not Applicable
4791,NCT04335331,Not Applicable
4792,NCT02956174,Not Applicable
5086,NCT03520400,Not Applicable
5085,NCT01247753,Not Applicable
5084,NCT01960465,Not Applicable
4797,NCT01896414,Not Applicable
4799,NCT04414371,Not Applicable
5083,NCT02155127,Not Applicable
136,NCT01568424,Not Applicable
4629,NCT03982576,Not Applicable
4360,NCT00005567,Not Applicable
60,NCT03276637,Not Applicable
4414,NCT02945501,Not Applicable
5636,NCT00680693,Not Applicable
4415,NCT01563887,Not Applicable
5661,NCT03226054,Not Applicable
5518,NCT01110005,Not Applicable
88,NCT00413517,Not Applicable
5663,NCT01873131,Not Applicable
4384,NCT02222662,Not Applicable
5686,NCT00788346,Not Applicable
4376,NCT03360422,Not Applicable
4377,NCT04379830,Not Applicable
5524,NCT03517397,Not Applicable
4316,NCT03674775,Not Applicable
5527,NCT04592978,Not Applicable
57,NCT04163341,Not Applicable
4419,NCT02799836,Not Applicable
5528,NCT02592070,Not Applicable
5685,NCT03933085,Not Applicable
4349,NCT02915471,Not Applicable
4317,NCT04112173,Not Applicable
5530,NCT04036006,Not Applicable
5532,NCT00441077,Not Applicable
5534,NCT02339493,Not Applicable
5583,NCT03612271,Not Applicable
4392,NCT02344576,Not Applicable
5684,NCT02175329,Not Applicable
80,NCT02971709,Not Applicable
12,NCT02663219,Not Applicable
4351,NCT03159234,Not Applicable
91,NCT02109757,Not Applicable
4413,NCT02551666,Not Applicable
5635,NCT00823381,Not Applicable
5611,NCT03259893,Not Applicable
97,NCT02069925,Not Applicable
95,NCT02207569,Not Applicable
4409,NCT02430792,Not Applicable
41,NCT02395536,Not Applicable
5505,NCT03716440,Not Applicable
4313,NCT04609514,Not Applicable
32,NCT03924505,Not Applicable
24,NCT00413673,Not Applicable
5589,NCT03158740,Not Applicable
4315,NCT01170676,Not Applicable
4412,NCT02546388,Not Applicable
5506,NCT03487692,Not Applicable
4331,NCT03315442,Not Applicable
5631,NCT04132700,Not Applicable
5509,NCT00926250,Not Applicable
5688,NCT00302042,Not Applicable
5659,NCT01836445,Not Applicable
59,NCT02867722,Not Applicable
4504,NCT03655730,Not Applicable
5511,NCT01040949,Not Applicable
5610,NCT00682773,Not Applicable
4375,NCT01244204,Not Applicable
5633,NCT03098082,Not Applicable
5512,NCT04567238,Not Applicable
5513,NCT03294473,Not Applicable
5586,NCT00923728,Not Applicable
5582,NCT02364518,Not Applicable
14,NCT01861210,Not Applicable
4498,NCT02119195,Not Applicable
4487,NCT03352479,Not Applicable
5569,NCT02938130,Not Applicable
4327,NCT03653195,Not Applicable
5564,NCT01991249,Not Applicable
5642,NCT04103164,Not Applicable
5549,NCT02236273,Not Applicable
5669,NCT04311736,Not Applicable
68,NCT01154296,Not Applicable
31,NCT04562636,Not Applicable
4382,NCT04139187,Not Applicable
4481,NCT02670850,Not Applicable
43,NCT02787538,Not Applicable
5559,NCT03429322,Not Applicable
5674,NCT03913676,Not Applicable
5556,NCT02927821,Not Applicable
5672,NCT03813628,Not Applicable
5640,NCT02393365,Not Applicable
4478,NCT03433053,Not Applicable
45,NCT04263311,Not Applicable
4476,NCT00848796,Not Applicable
75,NCT02616198,Not Applicable
70,NCT00412568,Not Applicable
5637,NCT03822403,Not Applicable
4471,NCT04557241,Not Applicable
5555,NCT01211418,Not Applicable
4475,NCT03909503,Not Applicable
4474,NCT02302612,Not Applicable
5554,NCT01147120,Not Applicable
4486,NCT00788879,Not Applicable
5546,NCT04492592,Not Applicable
5581,NCT03671655,Not Applicable
4452,NCT00761020,Not Applicable
4379,NCT02814994,Not Applicable
78,NCT03310112,Not Applicable
4497,NCT04356027,Not Applicable
5537,NCT03860818,Not Applicable
4496,NCT04518657,Not Applicable
4320,NCT01228916,Not Applicable
5578,NCT03505567,Not Applicable
5539,NCT03839589,Not Applicable
4322,NCT01285960,Not Applicable
5681,NCT03409367,Not Applicable
5577,NCT03294551,Not Applicable
4495,NCT02901639,Not Applicable
77,NCT02163525,Not Applicable
5678,NCT04087304,Not Applicable
4490,NCT04191473,Not Applicable
4348,NCT02192684,Not Applicable
5576,NCT02359994,Not Applicable
63,NCT04229212,Not Applicable
5541,NCT01402674,Not Applicable
21,NCT03995745,Not Applicable
5542,NCT02346162,Not Applicable
5607,NCT02265120,Not Applicable
5677,NCT00681993,Not Applicable
4347,NCT03502278,Not Applicable
