,NCTId,DesignPrimaryPurpose
9273,NCT04336774,Diagnostic
3906,NCT03852316,Diagnostic
7095,NCT03077126,Diagnostic
3313,NCT03781115,Diagnostic
3315,NCT02739893,Diagnostic
6787,NCT00932061,Diagnostic
3950,NCT03596151,Diagnostic
6794,NCT02855294,Diagnostic
3372,NCT00459446,Diagnostic
7374,NCT04372797,Diagnostic
3473,NCT01766102,Diagnostic
4709,NCT01336452,Diagnostic
3466,NCT01997723,Diagnostic
3374,NCT03634306,Diagnostic
4235,NCT04526418,Diagnostic
4889,NCT00734357,Diagnostic
9220,NCT04380415,Diagnostic
3874,NCT03925337,Diagnostic
3397,NCT00300534,Diagnostic
4740,NCT01766960,Diagnostic
7046,NCT02115607,Diagnostic
9188,NCT04411823,Diagnostic
9206,NCT04392323,Diagnostic
7357,NCT00096720,Diagnostic
3421,NCT02433769,Diagnostic
7107,NCT00134784,Diagnostic
4575,NCT02621658,Diagnostic
9085,NCT04517552,Diagnostic
9305,NCT04309825,Diagnostic
4011,NCT04040881,Diagnostic
4083,NCT04266834,Diagnostic
7687,NCT04053842,Diagnostic
9307,NCT04307004,Diagnostic
7204,NCT02908399,Diagnostic
4255,NCT00032344,Diagnostic
4507,NCT02318862,Diagnostic
9471,NCT04169321,Diagnostic
4666,NCT03482206,Diagnostic
8986,NCT04604015,Diagnostic
4247,NCT00124514,Diagnostic
3755,NCT00724906,Diagnostic
7126,NCT04387812,Diagnostic
3295,NCT03287765,Diagnostic
4004,NCT02209077,Diagnostic
4002,NCT02446626,Diagnostic
9506,NCT04126096,Diagnostic
4323,NCT02317250,Diagnostic
9001,NCT04588025,Diagnostic
4683,NCT02561390,Diagnostic
4327,NCT03653195,Diagnostic
6772,NCT03440554,Diagnostic
4497,NCT04356027,Diagnostic
7632,NCT03156010,Diagnostic
9089,NCT04513990,Diagnostic
4351,NCT03159234,Diagnostic
0,NCT04371159,Diagnostic
4406,NCT04204018,Diagnostic
6231,NCT00329706,Diagnostic
8529,NCT02080975,Diagnostic
9950,NCT03796559,Diagnostic
8364,NCT04474405,Diagnostic
5935,NCT00397696,Diagnostic
9771,NCT03926741,Diagnostic
2330,NCT03735407,Diagnostic
5454,NCT02076152,Diagnostic
5927,NCT02798458,Diagnostic
8528,NCT01978080,Diagnostic
9782,NCT03915015,Diagnostic
9939,NCT03803683,Diagnostic
5469,NCT01879033,Diagnostic
5470,NCT01063153,Diagnostic
1803,NCT04063709,Diagnostic
6248,NCT04333459,Diagnostic
9934,NCT03805438,Diagnostic
8055,NCT01818739,Diagnostic
1756,NCT00095446,Diagnostic
6251,NCT04203186,Diagnostic
2538,NCT01015820,Diagnostic
2588,NCT02414178,Diagnostic
6180,NCT00253994,Diagnostic
5292,NCT01655043,Diagnostic
1707,NCT00160472,Diagnostic
8507,NCT00014950,Diagnostic
6580,NCT00157586,Diagnostic
2558,NCT01871545,Diagnostic
6565,NCT02676479,Diagnostic
2426,NCT03908879,Diagnostic
2497,NCT03195205,Diagnostic
2487,NCT01748890,Diagnostic
5987,NCT04144257,Diagnostic
1017,NCT02200055,Diagnostic
1020,NCT00589589,Diagnostic
8744,NCT01566890,Diagnostic
5970,NCT02477124,Diagnostic
8112,NCT02981160,Diagnostic
1852,NCT02779231,Diagnostic
2590,NCT02643914,Diagnostic
9863,NCT03858777,Diagnostic
5633,NCT03098082,Diagnostic
9857,NCT03863522,Diagnostic
5640,NCT02393365,Diagnostic
8595,NCT02079766,Diagnostic
6329,NCT02755285,Diagnostic
1982,NCT00160979,Diagnostic
1300,NCT00137228,Diagnostic
5653,NCT01177579,Diagnostic
8269,NCT04117022,Diagnostic
2028,NCT03973489,Diagnostic
8238,NCT00784849,Diagnostic
1321,NCT04589416,Diagnostic
6338,NCT03939091,Diagnostic
8255,NCT01100268,Diagnostic
1340,NCT01728142,Diagnostic
8249,NCT01810640,Diagnostic
1384,NCT03237364,Diagnostic
5631,NCT04132700,Diagnostic
5529,NCT04396873,Diagnostic
6703,NCT02286843,Diagnostic
1859,NCT00464386,Diagnostic
1860,NCT00356837,Diagnostic
9809,NCT03897140,Diagnostic
5834,NCT04495634,Diagnostic
1417,NCT00286390,Diagnostic
9820,NCT03882359,Diagnostic
8660,NCT00828100,Diagnostic
2150,NCT02600845,Diagnostic
9892,NCT03837522,Diagnostic
5564,NCT01991249,Diagnostic
5775,NCT04504604,Diagnostic
5578,NCT03505567,Diagnostic
1255,NCT01073124,Diagnostic
6391,NCT01355679,Diagnostic
5621,NCT01031342,Diagnostic
5622,NCT01006824,Diagnostic
7955,NCT04390009,Diagnostic
5332,NCT01894451,Diagnostic
2591,NCT02453230,Diagnostic
1582,NCT01724619,Diagnostic
5182,NCT02947009,Diagnostic
6084,NCT01751737,Diagnostic
2817,NCT02378727,Diagnostic
5190,NCT04108052,Diagnostic
6068,NCT02023996,Diagnostic
9683,NCT03997916,Diagnostic
6063,NCT02168114,Diagnostic
2777,NCT02539433,Diagnostic
7908,NCT03271307,Diagnostic
5197,NCT00991978,Diagnostic
9690,NCT03993210,Diagnostic
7880,NCT03511443,Diagnostic
5222,NCT04184843,Diagnostic
7901,NCT02359097,Diagnostic
8826,NCT01671475,Diagnostic
6053,NCT02391025,Diagnostic
6647,NCT01032044,Diagnostic
6160,NCT00591864,Diagnostic
2865,NCT04479761,Diagnostic
1653,NCT03814096,Diagnostic
6118,NCT01310192,Diagnostic
6117,NCT01320059,Diagnostic
2995,NCT02133599,Diagnostic
2992,NCT01894191,Diagnostic
6147,NCT00763009,Diagnostic
2991,NCT02737514,Diagnostic
2990,NCT00355745,Diagnostic
8482,NCT00771589,Diagnostic
8442,NCT01135095,Diagnostic
2969,NCT01239082,Diagnostic
2966,NCT01996072,Diagnostic
1648,NCT04604145,Diagnostic
2907,NCT00123786,Diagnostic
8881,NCT03241732,Diagnostic
2901,NCT04134923,Diagnostic
2691,NCT00850135,Diagnostic
6639,NCT01535326,Diagnostic
1345,NCT04565860,Diagnostic
2597,NCT03066999,Diagnostic
2648,NCT02070068,Diagnostic
4404,NCT04266821,Diagnostic
2601,NCT01561924,Diagnostic
5259,NCT01624389,Diagnostic
2660,NCT03340233,Diagnostic
2618,NCT00798876,Diagnostic
2670,NCT04399941,Diagnostic
9848,NCT03867045,Device Feasibility
5619,NCT02237885,Device Feasibility
6748,NCT04311320,Device Feasibility
9689,NCT03993886,Device Feasibility
5906,NCT02006433,Device Feasibility
2914,NCT04115228,Device Feasibility
1722,NCT03711916,Device Feasibility
3151,NCT02319174,Device Feasibility
9168,NCT04437732,Device Feasibility
9899,NCT03832478,Device Feasibility
7324,NCT02666859,Device Feasibility
9067,NCT04534660,Device Feasibility
2153,NCT00540852,Device Feasibility
9373,NCT04254003,Device Feasibility
5924,NCT03341000,Device Feasibility
1358,NCT01857973,Device Feasibility
4855,NCT04159454,Device Feasibility
6773,NCT03409133,Device Feasibility
8472,NCT03533829,Device Feasibility
7131,NCT02330081,Device Feasibility
4693,NCT02258256,Device Feasibility
9439,NCT04205084,Device Feasibility
3107,NCT04235764,Device Feasibility
7281,NCT02025413,Device Feasibility
3465,NCT00542581,Device Feasibility
8179,NCT03446833,Device Feasibility
7476,NCT03432325,Device Feasibility
4386,NCT03185871,Basic Science
4064,NCT04351841,Basic Science
1610,NCT03593356,Basic Science
9395,NCT04236635,Basic Science
8489,NCT02219906,Basic Science
8583,NCT04454424,Basic Science
7084,NCT00688714,Basic Science
1700,NCT03224416,Basic Science
8287,NCT00605189,Basic Science
4300,NCT03395119,Basic Science
1601,NCT02323438,Basic Science
1931,NCT04359082,Basic Science
1932,NCT03524690,Basic Science
4032,NCT00664040,Basic Science
9356,NCT04267250,Basic Science
1933,NCT03372928,Basic Science
1934,NCT03250234,Basic Science
1698,NCT02742532,Basic Science
9388,NCT04240951,Basic Science
8479,NCT01625793,Basic Science
9354,NCT04269161,Basic Science
1561,NCT01949844,Basic Science
1369,NCT03993002,Basic Science
1399,NCT02486770,Basic Science
8276,NCT02929485,Basic Science
1389,NCT02898779,Basic Science
4312,NCT03430973,Basic Science
7168,NCT02667353,Basic Science
4357,NCT04344873,Basic Science
1769,NCT03851744,Basic Science
1494,NCT01981135,Basic Science
1788,NCT00681200,Basic Science
9345,NCT04276805,Basic Science
4280,NCT00422448,Basic Science
8356,NCT02482935,Basic Science
8389,NCT01422135,Basic Science
1775,NCT04526002,Basic Science
8417,NCT01824511,Basic Science
9313,NCT04305587,Basic Science
1575,NCT03068949,Basic Science
8424,NCT01729299,Basic Science
8388,NCT04300049,Basic Science
1537,NCT02228850,Basic Science
8386,NCT01537887,Basic Science
8385,NCT02792296,Basic Science
8374,NCT02973594,Basic Science
7169,NCT01559103,Basic Science
8376,NCT02149823,Basic Science
1541,NCT02185898,Basic Science
4333,NCT04375293,Basic Science
8398,NCT02706964,Basic Science
1493,NCT02206750,Basic Science
8511,NCT03406260,Basic Science
4288,NCT01044095,Basic Science
1664,NCT00662415,Basic Science
8582,NCT04471337,Basic Science
1404,NCT00655811,Basic Science
1665,NCT00555750,Basic Science
7099,NCT01937338,Basic Science
4328,NCT03172741,Basic Science
8310,NCT03482440,Basic Science
4299,NCT04137757,Basic Science
7143,NCT01538407,Basic Science
8428,NCT03613038,Basic Science
8416,NCT02874989,Basic Science
8559,NCT04051229,Basic Science
8558,NCT04401904,Basic Science
1472,NCT02133586,Basic Science
1491,NCT02223065,Basic Science
1673,NCT01381016,Basic Science
7149,NCT01818869,Basic Science
8348,NCT01527617,Basic Science
8415,NCT03806751,Basic Science
8413,NCT02342795,Basic Science
8569,NCT02247765,Basic Science
8926,NCT02470754,Basic Science
9244,NCT04359108,Basic Science
3266,NCT04063813,Basic Science
3278,NCT03411863,Basic Science
2671,NCT02964429,Basic Science
9007,NCT04583501,Basic Science
7932,NCT01316055,Basic Science
9027,NCT04568395,Basic Science
3342,NCT00700804,Basic Science
2584,NCT03807934,Basic Science
2582,NCT02124824,Basic Science
2580,NCT01841840,Basic Science
3364,NCT01864057,Basic Science
3366,NCT03519074,Basic Science
9041,NCT04558541,Basic Science
3382,NCT01901276,Basic Science
2548,NCT04346511,Basic Science
8779,NCT03212677,Basic Science
3406,NCT01923389,Basic Science
7557,NCT02643576,Basic Science
3408,NCT03465072,Basic Science
2520,NCT03136029,Basic Science
8767,NCT03354585,Basic Science
8766,NCT04034004,Basic Science
8014,NCT03176004,Basic Science
7543,NCT02443727,Basic Science
9069,NCT04531514,Basic Science
9072,NCT04526808,Basic Science
1011,NCT03293901,Basic Science
2455,NCT04233164,Basic Science
2453,NCT02187913,Basic Science
1013,NCT01241513,Basic Science
2686,NCT01699906,Basic Science
3262,NCT03077945,Basic Science
9087,NCT04515576,Basic Science
8847,NCT02079480,Basic Science
8927,NCT02509117,Basic Science
3030,NCT02239770,Basic Science
8916,NCT03771586,Basic Science
8914,NCT02341638,Basic Science
8913,NCT03770780,Basic Science
3021,NCT01097785,Basic Science
3015,NCT02035826,Basic Science
8943,NCT03935048,Basic Science
7786,NCT02066441,Basic Science
2977,NCT03807817,Basic Science
8892,NCT01748994,Basic Science
8883,NCT00331058,Basic Science
3131,NCT03465917,Basic Science
2899,NCT04090879,Basic Science
3139,NCT02722278,Basic Science
7825,NCT00744679,Basic Science
7829,NCT02711267,Basic Science
2852,NCT03442374,Basic Science
3147,NCT02707042,Basic Science
8868,NCT02679729,Basic Science
3154,NCT03647449,Basic Science
3187,NCT01553318,Basic Science
2821,NCT02063451,Basic Science
7689,NCT01489215,Basic Science
7688,NCT01942746,Basic Science
7673,NCT03266120,Basic Science
7670,NCT02225847,Basic Science
2802,NCT01915069,Basic Science
8858,NCT02206607,Basic Science
8029,NCT01964404,Basic Science
7513,NCT01924546,Basic Science
7303,NCT01964859,Basic Science
2233,NCT03565653,Basic Science
9160,NCT04449510,Basic Science
9163,NCT04444050,Basic Science
2189,NCT01547286,Basic Science
2177,NCT01910519,Basic Science
2164,NCT02066948,Basic Science
7396,NCT01158976,Basic Science
9174,NCT04429568,Basic Science
1219,NCT01366924,Basic Science
3764,NCT01727895,Basic Science
3771,NCT03339245,Basic Science
2081,NCT03963375,Basic Science
1264,NCT03525561,Basic Science
1273,NCT02763020,Basic Science
1277,NCT01714479,Basic Science
1278,NCT01292395,Basic Science
2068,NCT03266939,Basic Science
1279,NCT01124903,Basic Science
7350,NCT00595491,Basic Science
7346,NCT03492021,Basic Science
2052,NCT03999099,Basic Science
3865,NCT01760980,Basic Science
3867,NCT00005137,Basic Science
9223,NCT04379011,Basic Science
1286,NCT02327208,Basic Science
1296,NCT04155333,Basic Science
3911,NCT00631085,Basic Science
8235,NCT00676793,Basic Science
1318,NCT04073719,Basic Science
1335,NCT04215328,Basic Science
8135,NCT01223404,Basic Science
8687,NCT00870207,Basic Science
1030,NCT04004715,Basic Science
2272,NCT01894581,Basic Science
2400,NCT01951209,Basic Science
1038,NCT03525184,Basic Science
1042,NCT02373189,Basic Science
8050,NCT03389750,Basic Science
2387,NCT01040663,Basic Science
2376,NCT00718653,Basic Science
1060,NCT01844804,Basic Science
3555,NCT01518478,Basic Science
1061,NCT01870986,Basic Science
3557,NCT03652740,Basic Science
1063,NCT01603264,Basic Science
1067,NCT02031991,Basic Science
7472,NCT03412136,Basic Science
2328,NCT03243084,Basic Science
2316,NCT01996943,Basic Science
7465,NCT01212029,Basic Science
3576,NCT04005924,Basic Science
2312,NCT02069379,Basic Science
8095,NCT04294966,Basic Science
3592,NCT03361800,Basic Science
8096,NCT03790358,Basic Science
8097,NCT03772210,Basic Science
1106,NCT03174769,Basic Science
9133,NCT04478708,Basic Science
8104,NCT04106882,Basic Science
3637,NCT00336232,Basic Science
1124,NCT04576832,Basic Science
2273,NCT03798691,Basic Science
7429,NCT03207152,Basic Science
8171,NCT01856049,Basic Science
8470,NCT00731588,Basic Science
5468,NCT01477762,Basic Science
5946,NCT04210076,Basic Science
9630,NCT04038580,Basic Science
78,NCT03310112,Basic Science
79,NCT02766634,Basic Science
5044,NCT00748111,Basic Science
9847,NCT03867344,Basic Science
9687,NCT03995979,Basic Science
5940,NCT00323921,Basic Science
71,NCT03353480,Basic Science
5772,NCT03828708,Basic Science
5550,NCT04145323,Basic Science
86,NCT02766647,Basic Science
4887,NCT01053299,Basic Science
9945,NCT03799848,Basic Science
9470,NCT04170738,Basic Science
9472,NCT04166591,Basic Science
6312,NCT03577223,Basic Science
9495,NCT04138953,Basic Science
5984,NCT04249544,Basic Science
4682,NCT04044261,Basic Science
6595,NCT01533155,Basic Science
5735,NCT01987830,Basic Science
6197,NCT02045784,Basic Science
6513,NCT01205178,Basic Science
5186,NCT01657760,Basic Science
5976,NCT04571008,Basic Science
6563,NCT02172859,Basic Science
6771,NCT03564782,Basic Science
9889,NCT03839745,Basic Science
4975,NCT01929564,Basic Science
5751,NCT03860077,Basic Science
9519,NCT04118153,Basic Science
5964,NCT02949115,Basic Science
5208,NCT03989063,Basic Science
6799,NCT03063385,Basic Science
5178,NCT03450135,Basic Science
6611,NCT02832401,Basic Science
4761,NCT03490682,Basic Science
9503,NCT04129060,Basic Science
4751,NCT01369043,Basic Science
9605,NCT04054544,Basic Science
6904,NCT02011789,Basic Science
5248,NCT01889446,Basic Science
5254,NCT00932295,Basic Science
6616,NCT03250156,Basic Science
9463,NCT04178993,Basic Science
6961,NCT01548781,Basic Science
4921,NCT02433210,Basic Science
9606,NCT04053868,Basic Science
9703,NCT03982160,Basic Science
4644,NCT02601625,Basic Science
5331,NCT04586387,Basic Science
5333,NCT00904046,Basic Science
4655,NCT01371266,Basic Science
6258,NCT01933685,Basic Science
6599,NCT03547869,Basic Science
5790,NCT03361384,Basic Science
5562,NCT01611194,Basic Science
6991,NCT01594008,Basic Science
9695,NCT03989492,Basic Science
6763,NCT04598386,Basic Science
4595,NCT02745210,Basic Science
5861,NCT01241253,Basic Science
9907,NCT03823911,Basic Science
5572,NCT02440061,Basic Science
6259,NCT01931358,Basic Science
9614,NCT04047836,Basic Science
9929,NCT03810703,Basic Science
9566,NCT04084210,Basic Science
9634,NCT04037865,Basic Science
5994,NCT03927404,Basic Science
9729,NCT03961932,Basic Science
6699,NCT02816346,Basic Science
9792,NCT03907917,Basic Science
6919,NCT02072694,Basic Science
6586,NCT04576507,Basic Science
7049,NCT01663792,Basic Science
7067,NCT00572884,Basic Science
6096,NCT01564407,Basic Science
5651,NCT02683187,Basic Science
6590,NCT01158950,Basic Science
9877,NCT03848403,Basic Science
6918,NCT02079116,Basic Science
6589,NCT04596644,Basic Science
4807,NCT02359045,Basic Science
6936,NCT03826303,Basic Science
9881,NCT03844906,Basic Science
9660,NCT04016077,Basic Science
6102,NCT01466127,Basic Science
4695,NCT03239782,Basic Science
5485,NCT03551080,Basic Science
9652,NCT04018599,Basic Science
5110,NCT01280968,Basic Science
9653,NCT04018274,Basic Science
5122,NCT01859858,Basic Science
6350,NCT02919267,Basic Science
4824,NCT03290963,Basic Science
6136,NCT00972439,Basic Science
5133,NCT03818789,Basic Science
5657,NCT02792426,Basic Science
4833,NCT00536445,Basic Science
9786,NCT03913260,Basic Science
9785,NCT03913494,Basic Science
5131,NCT03232086,Basic Science
6081,NCT01763931,Basic Science
6935,NCT04522973,Basic Science
6071,NCT02006368,Basic Science
6058,NCT02318979,Basic Science
4522,NCT02765945,Basic Science
5056,NCT00568854,Basic Science
9636,NCT04033237,Basic Science
6033,NCT03097978,Basic Science
6189,NCT02063230,Basic Science
9885,NCT03842254,Basic Science
