NCTId,Attribute,Value
NCT00935844,0-50,1
NCT00935818,501-1000,1
NCT00935402,0-50,1
NCT00935311,101-200,1
NCT00933868,51-100,1
NCT00932672,0-50,1
NCT00932035,0-50,1
NCT00931580,201-500,1
NCT00929617,201-500,1
NCT00928538,201-500,1
NCT00928330,51-100,1
NCT00927758,101-200,1
NCT00925756,0-50,1
NCT00925080,0-50,1
NCT00924118,0-50,1
NCT00923520,51-100,1
NCT00922623,51-100,1
NCT00921804,201-500,1
NCT00921336,51-100,1
NCT00920881,51-100,1
NCT00920621,501-1000,1
NCT00920205,0-50,1
NCT00919074,51-100,1
NCT00918385,51-100,1
NCT00918333,101-200,1
NCT00916630,0-50,1
NCT00916162,0-50,1
NCT00915902,0-50,1
NCT00915213,101-200,1
NCT00914069,101-200,1
NCT00912327,0-50,1
NCT00911625,101-200,1
NCT00911495,0-50,1
NCT00910039,0-50,1
NCT00909298,0-50,1
NCT00908323,0-50,1
NCT00908219,0-50,1
NCT00907686,501-1000,1
NCT00907023,0-50,1
NCT00905801,0-50,1
NCT00905112,101-200,1
NCT00903318,201-500,1
NCT00900406,101-200,1
NCT00900003,51-100,1
NCT00899834,51-100,1
NCT00899769,51-100,1
NCT00899509,1001-10000,1
NCT00899457,0-50,1
NCT00898742,51-100,1
NCT00898508,501-1000,1
NCT00898430,0-50,1
NCT00898274,0-50,1
NCT00897988,0-50,1
NCT00897832,0-50,1
NCT00897793,0-50,1
NCT00897117,1001-10000,1
NCT00896948,0-50,1
NCT00896675,201-500,1
NCT00894127,101-200,1
NCT00892723,51-100,1
NCT00892593,1001-10000,1
NCT00892099,101-200,1
NCT00891956,201-500,1
NCT00891358,0-50,1
NCT00890968,51-100,1
NCT00890357,201-500,1
NCT00889408,0-50,1
NCT00889187,0-50,1
NCT00886496,0-50,1
NCT00884715,0-50,1
NCT00882726,101-200,1
NCT00881556,0-50,1
NCT00880919,51-100,1
NCT00880334,101-200,1
NCT00879554,0-50,1
NCT00877500,101-200,1
NCT00876109,101-200,1
NCT00873912,201-500,1
NCT00872976,0-50,1
NCT00871208,0-50,1
NCT00870220,0-50,1
NCT00867932,0-50,1
NCT00866723,0-50,1
NCT00865345,51-100,1
NCT00864110,0-50,1
NCT00863603,0-50,1
NCT00863343,201-500,1
NCT00862810,51-100,1
NCT00861471,0-50,1
NCT00860756,101-200,1
NCT00860574,51-100,1
NCT00860093,101-200,1
NCT00859313,0-50,1
NCT00859170,51-100,1
NCT00858572,0-50,1
NCT00858338,0-50,1
NCT00854295,201-500,1
NCT00854074,0-50,1
NCT00852527,201-500,1
NCT00852358,0-50,1
NCT00850941,101-200,1
NCT00849550,0-50,1
NCT00849394,101-200,1
NCT00849199,1001-10000,1
NCT00848783,0-50,1
NCT00847210,0-50,1
NCT00847054,51-100,1
NCT00845234,51-100,1
NCT00845039,0-50,1
NCT00843726,51-100,1
NCT00843310,0-50,1
NCT00842608,501-1000,1
NCT00842257,0-50,1
NCT00841451,0-50,1
NCT00841360,501-1000,1
NCT00840814,51-100,1
NCT00840060,0-50,1
NCT00839176,101-200,1
NCT00838396,51-100,1
NCT00838383,0-50,1
NCT00835627,0-50,1
NCT00834704,0-50,1
NCT00833599,201-500,1
NCT00833326,0-50,1
NCT00832364,0-50,1
NCT00832338,0-50,1
NCT00831896,0-50,1
NCT00831779,101-200,1
NCT00830635,1001-10000,1
NCT00829231,0-50,1
NCT00828984,51-100,1
NCT00827775,51-100,1
NCT00827359,0-50,1
NCT00827203,0-50,1
NCT00826878,0-50,1
NCT00826046,0-50,1
NCT00825500,201-500,1
NCT00825240,0-50,1
NCT00824694,201-500,1
NCT00824161,0-50,1
NCT00823797,0-50,1
NCT00823069,51-100,1
NCT00821678,201-500,1
NCT00821600,0-50,1
NCT00821301,0-50,1
NCT00819546,0-50,1
NCT00819403,0-50,1
NCT00819000,1001-10000,1
NCT00818480,0-50,1
NCT00817596,101-200,1
NCT00816777,0-50,1
NCT00816764,0-50,1
NCT00816374,501-1000,1
NCT00814151,501-1000,1
NCT00813384,51-100,1
NCT00812890,201-500,1
NCT00809809,101-200,1
NCT00809276,51-100,1
NCT00806572,0-50,1
NCT00806208,0-50,1
NCT00801346,201-500,1
NCT00800943,0-50,1
NCT00799487,51-100,1
NCT00797914,101-200,1
NCT00797459,51-100,1
NCT00797368,51-100,1
NCT00796783,0-50,1
NCT00796068,101-200,1
NCT00795054,0-50,1
NCT00793104,0-50,1
NCT00791245,0-50,1
NCT00790517,101-200,1
NCT00790010,0-50,1
NCT00789880,51-100,1
NCT00789776,0-50,1
NCT00788905,0-50,1
NCT00787267,0-50,1
NCT00783965,0-50,1
NCT00782886,51-100,1
NCT00782756,0-50,1
NCT00782561,0-50,1
NCT00782275,0-50,1
NCT00782106,0-50,1
NCT00780559,51-100,1
NCT00779311,0-50,1
NCT00779181,51-100,1
NCT00778804,201-500,1
NCT00777673,51-100,1
NCT00777231,0-50,1
NCT00776945,0-50,1
NCT00775346,51-100,1
NCT00774787,0-50,1
NCT00774358,0-50,1
NCT00774176,1001-10000,1
NCT00773942,501-1000,1
NCT00773344,0-50,1
NCT00771485,101-200,1
NCT00770770,0-50,1
NCT00770094,51-100,1
NCT00769795,0-50,1
NCT00769626,0-50,1
NCT00769392,0-50,1
NCT00768872,51-100,1
NCT00768144,0-50,1
NCT00768027,51-100,1
NCT00767624,101-200,1
NCT00767364,0-50,1
NCT00767130,501-1000,1
NCT00766948,51-100,1
NCT00766116,0-50,1
NCT00766038,51-100,1
NCT00765583,51-100,1
NCT00764530,201-500,1
NCT00763984,201-500,1
NCT00763503,0-50,1
NCT00762723,0-50,1
NCT00761345,0-50,1
NCT00759876,0-50,1
NCT00759642,0-50,1
NCT00757250,0-50,1
NCT00755872,51-100,1
NCT00754754,0-50,1
NCT00754494,0-50,1
NCT00753285,0-50,1
NCT00751816,0-50,1
NCT00751777,101-200,1
NCT00750477,51-100,1
NCT00750334,0-50,1
NCT00749489,101-200,1
NCT00749021,0-50,1
NCT00747201,201-500,1
NCT00745381,201-500,1
NCT00744562,0-50,1
NCT00740766,201-500,1
NCT00740480,0-50,1
NCT00740064,0-50,1
NCT00738426,51-100,1
NCT00738140,0-50,1
NCT00737646,1001-10000,1
NCT00736372,0-50,1
NCT00735241,0-50,1
NCT00734851,0-50,1
NCT00734305,0-50,1
NCT00733798,51-100,1
NCT00733642,0-50,1
NCT00733447,0-50,1
NCT00731796,101-200,1
NCT00731614,51-100,1
NCT00731354,0-50,1
NCT00730990,0-50,1
NCT00729885,51-100,1
NCT00727909,201-500,1
NCT00726687,0-50,1
NCT00725933,0-50,1
NCT00725894,0-50,1
NCT00725634,0-50,1
NCT00723918,0-50,1
NCT00723489,51-100,1
NCT00722943,0-50,1
NCT00722423,201-500,1
NCT00722241,51-100,1
NCT00721669,51-100,1
NCT00720876,0-50,1
NCT00720057,201-500,1
NCT00719914,0-50,1
NCT00719888,101-200,1
NCT00719836,51-100,1
NCT00719030,0-50,1
NCT00718601,0-50,1
NCT00717756,0-50,1
NCT00717522,0-50,1
NCT00717145,51-100,1
NCT00716066,0-50,1
NCT00712829,0-50,1
NCT00712569,51-100,1
NCT00712556,51-100,1
NCT00712543,0-50,1
NCT00710853,0-50,1
NCT00710840,0-50,1
NCT00709800,51-100,1
NCT00709462,0-50,1
NCT00709215,0-50,1
NCT00708006,51-100,1
NCT00706641,0-50,1
NCT00701844,201-500,1
NCT00701675,0-50,1
NCT00700999,51-100,1
NCT00697294,51-100,1
NCT00697060,0-50,1
NCT00696696,0-50,1
NCT00694603,51-100,1
NCT00694213,0-50,1
NCT00693784,0-50,1
NCT00693329,201-500,1
NCT00693056,0-50,1
NCT00692159,0-50,1
NCT00691080,51-100,1
NCT00690131,201-500,1
NCT00689533,201-500,1
NCT00689468,51-100,1
NCT00689299,101-200,1
NCT00689065,0-50,1
NCT00689013,201-500,1
NCT00686751,0-50,1
NCT00686218,0-50,1
NCT00685451,0-50,1
NCT00685204,51-100,1
NCT00685022,0-50,1
NCT00683839,1001-10000,1
NCT00683488,0-50,1
NCT00679185,101-200,1
NCT00679172,101-200,1
NCT00678106,0-50,1
NCT00678080,0-50,1
NCT00677820,201-500,1
NCT00677170,51-100,1
NCT00676130,101-200,1
NCT00675636,501-1000,1
NCT00674947,51-100,1
NCT00674856,0-50,1
NCT00670956,0-50,1
NCT00670644,51-100,1
NCT00670358,0-50,1
NCT00669318,0-50,1
NCT00668642,0-50,1
NCT00668434,201-500,1
NCT00667732,0-50,1
NCT00666991,0-50,1
NCT00666445,101-200,1
NCT00666146,501-1000,1
NCT00665860,201-500,1
NCT00665301,51-100,1
NCT00664027,51-100,1
NCT00662636,0-50,1
NCT00662506,0-50,1
NCT00661531,0-50,1
NCT00661414,0-50,1
NCT00660101,0-50,1
NCT00659230,51-100,1
NCT00659178,0-50,1
NCT00658697,0-50,1
NCT00655083,0-50,1
NCT00655031,101-200,1
NCT00654433,0-50,1
NCT00653484,0-50,1
NCT00652457,51-100,1
NCT00651027,0-50,1
NCT00650546,0-50,1
NCT00649246,10000plus,1
NCT00648102,0-50,1
NCT00644891,101-200,1
NCT00644774,101-200,1
NCT00641511,0-50,1
NCT00640861,0-50,1
NCT00640835,201-500,1
NCT00640172,201-500,1
NCT00639106,51-100,1
NCT00639002,0-50,1
NCT00637793,0-50,1
NCT00637728,0-50,1
NCT00635934,51-100,1
NCT00635570,201-500,1
NCT00635076,0-50,1
NCT00634829,0-50,1
NCT00634010,0-50,1
NCT00633906,501-1000,1
NCT00632398,201-500,1
NCT00628771,1001-10000,1
NCT00626873,51-100,1
NCT00626249,0-50,1
NCT00625417,101-200,1
NCT00624650,0-50,1
NCT00624390,0-50,1
NCT00623493,501-1000,1
NCT00620737,0-50,1
NCT00618943,51-100,1
NCT00618735,51-100,1
NCT00618319,0-50,1
NCT00618124,51-100,1
NCT00617916,201-500,1
NCT00615511,51-100,1
NCT00615446,0-50,1
NCT00614679,0-50,1
NCT00612235,51-100,1
NCT00611806,101-200,1
NCT00610207,0-50,1
NCT00610194,51-100,1
NCT00609817,0-50,1
NCT00609063,201-500,1
NCT00608582,51-100,1
NCT00606463,0-50,1
NCT00606099,0-50,1
NCT00605982,101-200,1
NCT00605761,0-50,1
NCT00604682,0-50,1
NCT00602836,0-50,1
NCT00602147,51-100,1
NCT00601757,201-500,1
NCT00601640,101-200,1
NCT00598091,0-50,1
NCT00596427,51-100,1
NCT00596154,0-50,1
NCT00594126,0-50,1
NCT00593944,0-50,1
NCT00592592,101-200,1
NCT00591422,0-50,1
NCT00590083,0-50,1
NCT00588822,0-50,1
NCT00588523,51-100,1
NCT00588406,51-100,1
NCT00588029,1001-10000,1
NCT00587925,0-50,1
NCT00587639,0-50,1
NCT00586066,51-100,1
NCT00585650,0-50,1
NCT00583154,51-100,1
NCT00582309,101-200,1
NCT00580970,51-100,1
NCT00580515,501-1000,1
NCT00580333,51-100,1
NCT00579280,201-500,1
NCT00576797,201-500,1
NCT00576680,0-50,1
NCT00576472,201-500,1
NCT00575393,0-50,1
NCT00574990,0-50,1
NCT00574366,0-50,1
NCT00574145,0-50,1
NCT00573755,0-50,1
NCT00573404,0-50,1
NCT00571623,0-50,1
NCT00571025,201-500,1
NCT00570635,0-50,1
NCT00570141,0-50,1
NCT00569777,201-500,1
NCT00567541,0-50,1
NCT00567242,0-50,1
NCT00566618,0-50,1
NCT00566462,0-50,1
NCT00565643,501-1000,1
NCT00565461,101-200,1
NCT00564889,0-50,1
NCT00564369,501-1000,1
NCT00564122,201-500,1
NCT00563563,0-50,1
NCT00562276,501-1000,1
NCT00561444,1001-10000,1
NCT00559117,0-50,1
NCT00558896,201-500,1
NCT00558857,0-50,1
NCT00556049,51-100,1
NCT00555724,0-50,1
NCT00555477,51-100,1
NCT00554671,201-500,1
NCT00554008,201-500,1
NCT00552448,0-50,1
NCT00551512,0-50,1
NCT00547664,51-100,1
NCT00547534,0-50,1
NCT00546104,0-50,1
NCT00544427,0-50,1
NCT00544336,201-500,1
NCT00541099,0-50,1
NCT00540761,201-500,1
NCT00539383,51-100,1
NCT00537810,101-200,1
NCT00537797,51-100,1
NCT00536692,0-50,1
NCT00536198,201-500,1
NCT00535522,51-100,1
NCT00533806,101-200,1
NCT00531856,0-50,1
NCT00529438,0-50,1
NCT00528047,0-50,1
NCT00527475,51-100,1
NCT00525889,0-50,1
NCT00525460,0-50,1
NCT00521222,51-100,1
NCT00520988,201-500,1
NCT00520845,0-50,1
NCT00520481,0-50,1
NCT00520273,10000plus,1
NCT00520013,51-100,1
NCT00516516,0-50,1
NCT00516256,201-500,1
NCT00516165,0-50,1
NCT00512486,0-50,1
NCT00511381,1001-10000,1
NCT00511043,0-50,1
NCT00510341,0-50,1
NCT00508612,201-500,1
NCT00508287,0-50,1
NCT00507663,201-500,1
NCT00505700,0-50,1
NCT00505271,0-50,1
NCT00505219,0-50,1
NCT00504998,0-50,1
NCT00504790,0-50,1
NCT00504465,201-500,1
NCT00503802,201-500,1
NCT00498966,0-50,1
NCT00493818,51-100,1
NCT00493792,501-1000,1
NCT00492830,0-50,1
NCT00492349,51-100,1
NCT00487903,0-50,1
NCT00487578,0-50,1
NCT00487565,201-500,1
NCT00487045,101-200,1
NCT00486889,0-50,1
NCT00485641,201-500,1
NCT00485563,0-50,1
NCT00483821,101-200,1
NCT00483262,51-100,1
NCT00482872,201-500,1
NCT00482586,101-200,1
NCT00482365,101-200,1
NCT00480155,201-500,1
NCT00478322,0-50,1
NCT00478075,0-50,1
NCT00477880,0-50,1
NCT00477750,0-50,1
NCT00476554,0-50,1
NCT00475839,101-200,1
NCT00474825,0-50,1
NCT00474695,51-100,1
NCT00474318,101-200,1
NCT00473824,0-50,1
NCT00473746,51-100,1
NCT00473616,51-100,1
NCT00472095,201-500,1
NCT00471367,0-50,1
NCT00471224,0-50,1
NCT00470847,0-50,1
NCT00469937,0-50,1
NCT00469664,0-50,1
NCT00468741,201-500,1
NCT00468468,101-200,1
NCT00467415,51-100,1
NCT00467077,0-50,1
NCT00466921,0-50,1
NCT00466583,51-100,1
NCT00465725,0-50,1
NCT00462865,0-50,1
NCT00462280,51-100,1
NCT00460707,51-100,1
NCT00460096,0-50,1
NCT00459732,0-50,1
NCT00459043,0-50,1
NCT00458952,0-50,1
NCT00458575,0-50,1
NCT00458484,0-50,1
NCT00456157,0-50,1
NCT00455897,0-50,1
NCT00454363,51-100,1
NCT00453921,51-100,1
NCT00451074,0-50,1
NCT00450619,0-50,1
NCT00450463,51-100,1
NCT00450424,201-500,1
NCT00450320,0-50,1
NCT00449254,0-50,1
NCT00448968,101-200,1
NCT00447694,0-50,1
NCT00446823,0-50,1
NCT00445302,0-50,1
NCT00444314,51-100,1
NCT00441870,51-100,1
NCT00440817,101-200,1
NCT00438802,0-50,1
NCT00437086,0-50,1
NCT00436644,0-50,1
NCT00436618,201-500,1
NCT00436072,0-50,1
NCT00435578,0-50,1
NCT00434850,0-50,1
NCT00434018,101-200,1
NCT00433043,0-50,1
NCT00432757,101-200,1
NCT00432536,201-500,1
NCT00431340,0-50,1
NCT00430443,0-50,1
NCT00429312,0-50,1
NCT00428337,0-50,1
NCT00428181,501-1000,1
NCT00427687,0-50,1
NCT00427193,201-500,1
NCT00423410,0-50,1
NCT00421642,0-50,1
NCT00421044,0-50,1
NCT00420875,0-50,1
NCT00419991,0-50,1
NCT00419536,101-200,1
NCT00417287,0-50,1
NCT00416351,0-50,1
NCT00415545,501-1000,1
NCT00415285,51-100,1
NCT00414921,0-50,1
NCT00414596,0-50,1
NCT00413322,0-50,1
NCT00412412,0-50,1
NCT00409916,201-500,1
NCT00409292,0-50,1
NCT00406107,0-50,1
NCT00403052,0-50,1
NCT00402714,0-50,1
NCT00402649,0-50,1
NCT00402493,51-100,1
NCT00402025,0-50,1
NCT00400608,0-50,1
NCT00400361,51-100,1
NCT00400062,501-1000,1
NCT00400023,0-50,1
NCT00398840,0-50,1
NCT00398190,1001-10000,1
NCT00397813,51-100,1
NCT00397358,0-50,1
NCT00396864,51-100,1
NCT00394433,0-50,1
NCT00393055,501-1000,1
NCT00392275,0-50,1
NCT00391482,501-1000,1
NCT00390975,0-50,1
NCT00390741,101-200,1
NCT00389935,0-50,1
NCT00389389,51-100,1
NCT00389285,51-100,1
NCT00389103,0-50,1
NCT00389012,51-100,1
NCT00388154,0-50,1
NCT00388076,51-100,1
NCT00386724,0-50,1
NCT00386516,0-50,1
NCT00386477,201-500,1
NCT00385684,0-50,1
NCT00385502,0-50,1
NCT00384748,0-50,1
NCT00381329,201-500,1
NCT00380042,0-50,1
NCT00379938,0-50,1
NCT00378105,51-100,1
NCT00375843,101-200,1
NCT00374907,101-200,1
NCT00374179,0-50,1
NCT00372502,201-500,1
NCT00369265,0-50,1
NCT00368225,51-100,1
NCT00367471,0-50,1
NCT00367458,0-50,1
NCT00366457,0-50,1
NCT00364598,0-50,1
NCT00363805,101-200,1
NCT00363610,0-50,1
NCT00361309,0-50,1
NCT00361244,0-50,1
NCT00359372,101-200,1
NCT00358813,0-50,1
NCT00358657,0-50,1
NCT00358644,51-100,1
NCT00358163,0-50,1
NCT00357513,501-1000,1
NCT00357344,51-100,1
NCT00355004,10000plus,1
NCT00352911,0-50,1
NCT00352001,0-50,1
NCT00349947,1001-10000,1
NCT00348790,0-50,1
NCT00348634,51-100,1
NCT00347334,101-200,1
NCT00346697,0-50,1
NCT00345332,0-50,1
NCT00344786,0-50,1
NCT00343785,0-50,1
NCT00343499,101-200,1
NCT00342082,0-50,1
NCT00341198,501-1000,1
NCT00340938,1001-10000,1
NCT00339950,501-1000,1
NCT00339352,1001-10000,1
NCT00336453,101-200,1
NCT00335647,0-50,1
NCT00334737,101-200,1
NCT00333502,51-100,1
NCT00332319,0-50,1
NCT00332098,101-200,1
NCT00330174,51-100,1
NCT00329368,0-50,1
NCT00329199,201-500,1
NCT00328107,201-500,1
NCT00326586,51-100,1
NCT00325494,0-50,1
NCT00325481,201-500,1
NCT00324870,0-50,1
NCT00324857,501-1000,1
NCT00324753,201-500,1
NCT00324506,0-50,1
NCT00324077,0-50,1
NCT00323869,0-50,1
NCT00322023,51-100,1
NCT00321945,501-1000,1
NCT00321646,0-50,1
NCT00321282,501-1000,1
NCT00321204,501-1000,1
NCT00320606,0-50,1
NCT00314054,0-50,1
NCT00313183,0-50,1
NCT00312247,51-100,1
NCT00311948,501-1000,1
NCT00311779,101-200,1
NCT00311727,201-500,1
NCT00311623,0-50,1
NCT00310011,51-100,1
NCT00308984,1001-10000,1
NCT00308178,51-100,1
NCT00307736,0-50,1
NCT00306280,51-100,1
NCT00305851,101-200,1
NCT00304915,201-500,1
NCT00304837,0-50,1
NCT00304590,0-50,1
NCT00303251,0-50,1
NCT00302172,51-100,1
NCT00302159,0-50,1
NCT00302029,201-500,1
NCT00301145,1001-10000,1
NCT00300001,201-500,1
NCT00299780,0-50,1
NCT00298675,51-100,1
NCT00298480,201-500,1
NCT00297713,0-50,1
NCT00297180,101-200,1
NCT00295048,0-50,1
NCT00294307,501-1000,1
NCT00293501,0-50,1
NCT00293423,0-50,1
NCT00293319,101-200,1
NCT00293163,101-200,1
NCT00292370,101-200,1
NCT00290706,0-50,1
NCT00290693,0-50,1
NCT00290199,101-200,1
NCT00289497,101-200,1
NCT00289107,101-200,1
NCT00287586,201-500,1
NCT00286676,0-50,1
NCT00285428,51-100,1
NCT00284999,0-50,1
NCT00284154,51-100,1
NCT00283166,201-500,1
NCT00282399,0-50,1
NCT00281970,0-50,1
NCT00281827,0-50,1
NCT00280930,51-100,1
NCT00280631,0-50,1
NCT00280150,0-50,1
NCT00279799,501-1000,1
NCT00279734,51-100,1
NCT00279682,1001-10000,1
NCT00277017,0-50,1
NCT00276965,101-200,1
NCT00276146,0-50,1
NCT00275067,0-50,1
NCT00274768,0-50,1
NCT00273455,0-50,1
NCT00271882,0-50,1
NCT00271804,0-50,1
NCT00271596,0-50,1
NCT00271063,0-50,1
NCT00265759,501-1000,1
NCT00265590,51-100,1
NCT00265512,501-1000,1
NCT00264888,0-50,1
NCT00263107,201-500,1
NCT00262041,501-1000,1
NCT00261287,101-200,1
NCT00260624,0-50,1
NCT00260169,201-500,1
NCT00259818,0-50,1
NCT00258882,10000plus,1
NCT00256672,51-100,1
NCT00254111,51-100,1
NCT00253513,51-100,1
NCT00252967,51-100,1
NCT00252538,101-200,1
NCT00251407,0-50,1
NCT00251394,0-50,1
NCT00251355,0-50,1
NCT00250835,0-50,1
NCT00249756,501-1000,1
NCT00249678,0-50,1
NCT00249652,0-50,1
NCT00246753,0-50,1
NCT00246519,1001-10000,1
NCT00245492,501-1000,1
NCT00244868,501-1000,1
NCT00243685,101-200,1
NCT00243646,0-50,1
NCT00242593,101-200,1
NCT00242437,0-50,1
NCT00241930,51-100,1
NCT00241917,201-500,1
NCT00240968,201-500,1
NCT00237068,51-100,1
NCT00236119,0-50,1
NCT00235209,0-50,1
NCT00235196,0-50,1
NCT00234481,0-50,1
NCT00234260,0-50,1
NCT00233935,51-100,1
NCT00233454,0-50,1
NCT00231985,101-200,1
NCT00231907,51-100,1
NCT00231049,0-50,1
NCT00230542,0-50,1
NCT00228956,201-500,1
NCT00225758,0-50,1
NCT00224952,201-500,1
NCT00223652,51-100,1
NCT00218777,101-200,1
NCT00218452,0-50,1
NCT00217568,0-50,1
NCT00217529,0-50,1
NCT00217490,501-1000,1
NCT00215514,0-50,1
NCT00215501,51-100,1
NCT00215397,0-50,1
NCT00212225,501-1000,1
NCT00211263,501-1000,1
NCT00206427,0-50,1
NCT00206076,0-50,1
NCT00201409,101-200,1
NCT00200161,101-200,1
NCT00198536,101-200,1
NCT00198094,101-200,1
NCT00195962,1001-10000,1
NCT00195325,0-50,1
NCT00195247,0-50,1
NCT00194272,51-100,1
NCT00194168,1001-10000,1
NCT00193635,0-50,1
NCT00192452,101-200,1
NCT00192335,501-1000,1
NCT00191750,51-100,1
NCT00191009,101-200,1
NCT00187447,51-100,1
NCT00186901,201-500,1
NCT00186524,0-50,1
NCT00185939,101-200,1
NCT00183755,51-100,1
NCT00176202,51-100,1
NCT00170443,201-500,1
NCT00169767,0-50,1
NCT00169052,101-200,1
NCT00167479,51-100,1
NCT00165464,51-100,1
NCT00165412,101-200,1
NCT00165334,51-100,1
NCT00165282,201-500,1
NCT00165230,0-50,1
NCT00163046,201-500,1
NCT00162448,0-50,1
NCT00162370,201-500,1
NCT00162136,0-50,1
NCT00161642,51-100,1
NCT00158223,51-100,1
NCT00158054,101-200,1
NCT00153855,0-50,1
NCT00153114,51-100,1
NCT00151372,101-200,1
NCT00151333,0-50,1
NCT00148720,51-100,1
NCT00148694,0-50,1
NCT00148681,0-50,1
NCT00148304,1001-10000,1
NCT00147446,101-200,1
NCT00146614,101-200,1
NCT00144963,0-50,1
NCT00144768,0-50,1
NCT00143962,0-50,1
NCT00143936,201-500,1
NCT00143104,0-50,1
NCT00142766,201-500,1
NCT00142480,0-50,1
NCT00142467,0-50,1
NCT00142428,0-50,1
NCT00142181,0-50,1
NCT00141024,51-100,1
NCT00140608,0-50,1
NCT00139204,0-50,1
NCT00139191,0-50,1
NCT00138125,0-50,1
NCT00137839,51-100,1
NCT00137826,0-50,1
NCT00137813,0-50,1
NCT00137774,0-50,1
NCT00137761,0-50,1
NCT00137618,201-500,1
NCT00136292,0-50,1
NCT00134654,0-50,1
NCT00134602,101-200,1
NCT00134004,201-500,1
NCT00133822,51-100,1
NCT00133679,0-50,1
NCT00133068,501-1000,1
NCT00131677,201-500,1
NCT00131469,51-100,1
NCT00130182,0-50,1
NCT00129974,0-50,1
NCT00129519,51-100,1
NCT00128219,501-1000,1
NCT00127517,0-50,1
NCT00126334,0-50,1
NCT00125827,0-50,1
NCT00125762,501-1000,1
NCT00125021,0-50,1
NCT00124657,51-100,1
NCT00123851,0-50,1
NCT00123682,1001-10000,1
NCT00122278,201-500,1
NCT00122161,101-200,1
NCT00119873,0-50,1
NCT00119795,201-500,1
NCT00119535,1001-10000,1
NCT00119522,501-1000,1
NCT00119340,51-100,1
NCT00119158,51-100,1
NCT00118274,101-200,1
NCT00118261,0-50,1
NCT00117507,0-50,1
NCT00117377,51-100,1
NCT00116506,0-50,1
NCT00115986,201-500,1
NCT00114036,0-50,1
NCT00113971,0-50,1
NCT00113529,0-50,1
NCT00111878,101-200,1
NCT00110773,51-100,1
NCT00110760,51-100,1
NCT00110747,51-100,1
NCT00110149,0-50,1
NCT00110058,0-50,1
NCT00107822,51-100,1
NCT00107237,0-50,1
NCT00105820,501-1000,1
NCT00105690,201-500,1
NCT00105339,201-500,1
NCT00105170,0-50,1
NCT00101179,51-100,1
NCT00100685,0-50,1
NCT00097318,51-100,1
NCT00096707,0-50,1
NCT00096538,0-50,1
NCT00096057,0-50,1
NCT00095901,0-50,1
NCT00095862,0-50,1
NCT00095537,51-100,1
NCT00094692,501-1000,1
NCT00094146,101-200,1
NCT00091468,51-100,1
NCT00089466,0-50,1
NCT00088647,0-50,1
NCT00088023,0-50,1
NCT00087035,0-50,1
NCT00086047,101-200,1
NCT00085904,0-50,1
NCT00085787,51-100,1
NCT00085774,0-50,1
NCT00085397,0-50,1
NCT00084825,0-50,1
NCT00081913,0-50,1
NCT00081822,0-50,1
NCT00081172,0-50,1
NCT00080678,101-200,1
NCT00080418,0-50,1
NCT00080392,0-50,1
NCT00079729,0-50,1
NCT00079547,201-500,1
NCT00078910,101-200,1
NCT00078442,0-50,1
NCT00078234,0-50,1
NCT00078078,1001-10000,1
NCT00077883,0-50,1
NCT00077688,0-50,1
NCT00077103,0-50,1
NCT00077077,0-50,1
NCT00076232,1001-10000,1
NCT00075387,51-100,1
NCT00074815,101-200,1
NCT00073866,0-50,1
NCT00072436,51-100,1
NCT00071916,201-500,1
NCT00071643,201-500,1
NCT00069277,0-50,1
NCT00068848,1001-10000,1
NCT00065559,0-50,1
NCT00065299,501-1000,1
NCT00063791,0-50,1
NCT00063583,51-100,1
NCT00063310,51-100,1
NCT00062049,0-50,1
NCT00061880,0-50,1
NCT00061854,0-50,1
NCT00061724,101-200,1
NCT00061373,0-50,1
NCT00061152,0-50,1
NCT00060762,201-500,1
NCT00060606,101-200,1
NCT00060242,0-50,1
NCT00059878,0-50,1
NCT00059449,201-500,1
NCT00058799,0-50,1
NCT00058292,0-50,1
NCT00058188,51-100,1
NCT00057577,201-500,1
NCT00057278,101-200,1
NCT00056082,101-200,1
NCT00053508,201-500,1
NCT00053482,201-500,1
NCT00053248,0-50,1
NCT00053118,0-50,1
NCT00052611,0-50,1
NCT00052390,0-50,1
NCT00050661,0-50,1
NCT00050648,0-50,1
NCT00049699,0-50,1
NCT00049452,101-200,1
NCT00049309,101-200,1
NCT00048828,0-50,1
NCT00048815,51-100,1
NCT00047762,0-50,1
NCT00047671,201-500,1
NCT00047593,0-50,1
NCT00047281,0-50,1
NCT00046293,51-100,1
NCT00046163,101-200,1
NCT00045500,0-50,1
NCT00042367,101-200,1
NCT00041574,0-50,1
NCT00041327,0-50,1
NCT00040638,0-50,1
NCT00040573,0-50,1
NCT00040170,0-50,1
NCT00038428,0-50,1
NCT00038116,0-50,1
NCT00036959,51-100,1
NCT00036738,0-50,1
NCT00036634,0-50,1
NCT00036517,0-50,1
NCT00036491,0-50,1
NCT00035841,51-100,1
NCT00035399,201-500,1
NCT00034541,0-50,1
NCT00034086,0-50,1
NCT00033956,0-50,1
NCT00033917,501-1000,1
NCT00033423,0-50,1
NCT00033202,0-50,1
NCT00033033,101-200,1
NCT00032942,51-100,1
NCT00031655,0-50,1
NCT00031590,0-50,1
NCT00031538,501-1000,1
NCT00031057,201-500,1
NCT00030056,0-50,1
NCT00030043,0-50,1
NCT00026377,0-50,1
NCT00025129,0-50,1
